,R0,MSM_recov,HET_recov,red_HET,TOT_recov,red,bridge,country,strat,outbreak_time
0,1.5,200,49308,0,49508,0.5,0.02,USA,Rnd,139
1,1.5,197,49384,0,49581,0.5,0.02,USA,Rnd,146
2,1.5,189,49364,0,49553,0.5,0.02,USA,Rnd,142
3,1.5,192,49349,0,49541,0.5,0.02,USA,Rnd,152
4,1.5,198,49363,0,49561,0.5,0.02,USA,Rnd,169
5,1.5,180,49345,0,49525,0.5,0.02,USA,Rnd,153
6,1.5,192,49370,0,49562,0.5,0.02,USA,Rnd,149
7,1.5,186,49340,0,49526,0.5,0.02,USA,Rnd,131
8,1.5,208,49356,0,49564,0.5,0.02,USA,Rnd,152
9,1.5,183,49431,0,49614,0.5,0.02,USA,Rnd,162
10,1.5,197,49359,0,49556,0.5,0.02,USA,Rnd,138
11,1.5,196,49360,0,49556,0.5,0.02,USA,Rnd,162
12,1.5,173,49341,0,49514,0.5,0.02,USA,Rnd,183
13,1.5,191,49363,0,49554,0.5,0.02,USA,Rnd,145
14,1.5,182,49365,0,49547,0.5,0.02,USA,Rnd,137
15,1.5,198,49330,0,49528,0.5,0.02,USA,Rnd,146
16,1.5,197,49380,0,49577,0.5,0.02,USA,Rnd,151
17,1.5,195,49358,0,49553,0.5,0.02,USA,Rnd,157
18,1.5,196,49332,0,49528,0.5,0.02,USA,Rnd,158
19,1.5,185,49352,0,49537,0.5,0.02,USA,Rnd,168
20,1.5,191,49366,0,49557,0.5,0.02,USA,Rnd,138
21,1.5,198,49323,0,49521,0.5,0.02,USA,Rnd,153
22,1.5,183,49370,0,49553,0.5,0.02,USA,Rnd,154
23,1.5,195,49371,0,49566,0.5,0.02,USA,Rnd,132
24,1.5,184,49377,0,49561,0.5,0.02,USA,Rnd,142
25,1.5,185,49371,0,49556,0.5,0.02,USA,Rnd,134
26,1.5,199,49375,0,49574,0.5,0.02,USA,Rnd,169
27,1.5,214,49321,0,49535,0.5,0.02,USA,Rnd,146
28,1.5,199,49364,0,49563,0.5,0.02,USA,Rnd,143
29,1.5,196,49391,0,49587,0.5,0.02,USA,Rnd,142
30,1.5,196,49351,0,49547,0.5,0.02,USA,Rnd,150
31,1.5,203,49374,0,49577,0.5,0.02,USA,Rnd,149
32,1.5,188,49360,0,49548,0.5,0.02,USA,Rnd,137
33,1.5,219,49379,0,49598,0.5,0.02,USA,Rnd,161
34,1.5,199,49383,0,49582,0.5,0.02,USA,Rnd,154
35,1.5,200,49358,0,49558,0.5,0.02,USA,Rnd,155
36,1.5,206,49342,0,49548,0.5,0.02,USA,Rnd,150
37,1.5,209,49365,0,49574,0.5,0.02,USA,Rnd,169
38,1.5,191,49332,0,49523,0.5,0.02,USA,Rnd,134
39,1.5,201,49377,0,49578,0.5,0.02,USA,Rnd,135
40,1.5,191,49335,0,49526,0.5,0.02,USA,Rnd,182
41,1.5,195,49355,0,49550,0.5,0.02,USA,Rnd,167
42,1.5,198,49369,0,49567,0.5,0.02,USA,Rnd,147
43,1.5,203,49351,0,49554,0.5,0.02,USA,Rnd,150
44,1.5,199,49335,0,49534,0.5,0.02,USA,Rnd,164
45,1.5,199,49350,0,49549,0.5,0.02,USA,Rnd,137
46,1.5,211,49357,0,49568,0.5,0.02,USA,Rnd,163
47,1.5,201,49369,0,49570,0.5,0.02,USA,Rnd,151
48,1.5,209,49382,0,49591,0.5,0.02,USA,Rnd,131
49,1.5,183,49338,0,49521,0.5,0.02,USA,Rnd,151
50,1.5,194,49375,0,49569,0.5,0.02,USA,Rnd,160
51,1.5,202,49354,0,49556,0.5,0.02,USA,Rnd,155
52,1.5,197,49444,0,49641,0.5,0.02,USA,Rnd,147
53,1.5,206,49363,0,49569,0.5,0.02,USA,Rnd,145
54,1.5,199,49395,0,49594,0.5,0.02,USA,Rnd,151
55,1.5,198,49358,0,49556,0.5,0.02,USA,Rnd,164
56,1.5,190,49350,0,49540,0.5,0.02,USA,Rnd,141
57,1.5,195,49364,0,49559,0.5,0.02,USA,Rnd,172
58,1.5,197,49356,0,49553,0.5,0.02,USA,Rnd,154
59,1.5,200,49357,0,49557,0.5,0.02,USA,Rnd,135
60,1.5,190,49352,0,49542,0.5,0.02,USA,Rnd,144
61,1.5,191,49348,0,49539,0.5,0.02,USA,Rnd,152
62,1.5,197,49392,0,49589,0.5,0.02,USA,Rnd,163
63,1.5,192,49377,0,49569,0.5,0.02,USA,Rnd,160
64,1.5,201,49370,0,49571,0.5,0.02,USA,Rnd,155
65,1.5,208,49358,0,49566,0.5,0.02,USA,Rnd,168
66,1.5,185,49394,0,49579,0.5,0.02,USA,Rnd,144
67,1.5,201,49356,0,49557,0.5,0.02,USA,Rnd,154
68,1.5,185,49399,0,49584,0.5,0.02,USA,Rnd,158
69,1.5,193,49310,0,49503,0.5,0.02,USA,Rnd,136
70,1.5,200,49383,0,49583,0.5,0.02,USA,Rnd,139
71,1.5,191,49380,0,49571,0.5,0.02,USA,Rnd,152
72,1.5,196,49399,0,49595,0.5,0.02,USA,Rnd,143
73,1.5,197,49373,0,49570,0.5,0.02,USA,Rnd,138
74,1.5,181,49373,0,49554,0.5,0.02,USA,Rnd,141
75,1.5,196,49362,0,49558,0.5,0.02,USA,Rnd,136
76,1.5,190,49368,0,49558,0.5,0.02,USA,Rnd,147
77,1.5,189,49389,0,49578,0.5,0.02,USA,Rnd,144
78,1.5,189,49377,0,49566,0.5,0.02,USA,Rnd,143
79,1.5,193,49358,0,49551,0.5,0.02,USA,Rnd,157
80,1.5,191,49365,0,49556,0.5,0.02,USA,Rnd,140
81,1.5,190,49335,0,49525,0.5,0.02,USA,Rnd,139
82,1.5,200,49349,0,49549,0.5,0.02,USA,Rnd,153
83,1.5,188,49346,0,49534,0.5,0.02,USA,Rnd,149
84,1.5,205,49330,0,49535,0.5,0.02,USA,Rnd,151
85,1.5,184,49340,0,49524,0.5,0.02,USA,Rnd,166
86,1.5,194,49359,0,49553,0.5,0.02,USA,Rnd,155
87,1.5,196,49393,0,49589,0.5,0.02,USA,Rnd,153
88,1.5,190,49369,0,49559,0.5,0.02,USA,Rnd,156
89,1.5,199,49351,0,49550,0.5,0.02,USA,Rnd,152
90,1.5,192,49358,0,49550,0.5,0.02,USA,Rnd,164
91,1.5,192,49332,0,49524,0.5,0.02,USA,Rnd,149
92,1.5,190,49341,0,49531,0.5,0.02,USA,Rnd,152
93,1.5,180,49333,0,49513,0.5,0.02,USA,Rnd,139
94,1.5,195,49357,0,49552,0.5,0.02,USA,Rnd,149
95,1.5,208,49348,0,49556,0.5,0.02,USA,Rnd,156
96,1.5,177,49349,0,49526,0.5,0.02,USA,Rnd,153
97,1.5,195,49381,0,49576,0.5,0.02,USA,Rnd,146
98,1.5,194,49365,0,49559,0.5,0.02,USA,Rnd,155
99,1.5,182,49420,0,49602,0.5,0.02,USA,Rnd,128
