,R0,MSM_recov,HET_recov,red_HET,TOT_recov,red,bridge,country,strat,outbreak_time
0,1.5,236,49333,0,49569,0.7,0.7,USA,Rnd,126
1,1.5,246,49384,0,49630,0.7,0.7,USA,Rnd,112
2,1.5,233,49355,0,49588,0.7,0.7,USA,Rnd,124
3,1.5,245,49312,0,49557,0.7,0.7,USA,Rnd,124
4,1.5,236,49367,0,49603,0.7,0.7,USA,Rnd,124
5,1.5,240,49362,0,49602,0.7,0.7,USA,Rnd,118
6,1.5,241,49351,0,49592,0.7,0.7,USA,Rnd,130
7,1.5,241,49363,0,49604,0.7,0.7,USA,Rnd,123
8,1.5,243,49374,0,49617,0.7,0.7,USA,Rnd,121
9,1.5,232,49317,0,49549,0.7,0.7,USA,Rnd,128
10,1.5,234,49379,0,49613,0.7,0.7,USA,Rnd,114
11,1.5,243,49369,0,49612,0.7,0.7,USA,Rnd,119
12,1.5,237,49404,0,49641,0.7,0.7,USA,Rnd,111
13,1.5,237,49374,0,49611,0.7,0.7,USA,Rnd,126
14,1.5,240,49359,0,49599,0.7,0.7,USA,Rnd,120
15,1.5,241,49402,0,49643,0.7,0.7,USA,Rnd,121
16,1.5,239,49334,0,49573,0.7,0.7,USA,Rnd,123
17,1.5,241,49360,0,49601,0.7,0.7,USA,Rnd,114
18,1.5,235,49372,0,49607,0.7,0.7,USA,Rnd,122
19,1.5,239,49367,0,49606,0.7,0.7,USA,Rnd,114
20,1.5,236,49372,0,49608,0.7,0.7,USA,Rnd,120
21,1.5,241,49376,0,49617,0.7,0.7,USA,Rnd,125
22,1.5,232,49379,0,49611,0.7,0.7,USA,Rnd,117
23,1.5,240,49355,0,49595,0.7,0.7,USA,Rnd,128
24,1.5,238,49370,0,49608,0.7,0.7,USA,Rnd,123
25,1.5,243,49365,0,49608,0.7,0.7,USA,Rnd,150
26,1.5,236,49362,0,49598,0.7,0.7,USA,Rnd,118
27,1.5,244,49349,0,49593,0.7,0.7,USA,Rnd,122
28,1.5,242,49389,0,49631,0.7,0.7,USA,Rnd,122
29,1.5,243,49371,0,49614,0.7,0.7,USA,Rnd,118
30,1.5,238,49388,0,49626,0.7,0.7,USA,Rnd,136
31,1.5,233,49382,0,49615,0.7,0.7,USA,Rnd,119
32,1.5,243,49376,0,49619,0.7,0.7,USA,Rnd,117
33,1.5,246,49328,0,49574,0.7,0.7,USA,Rnd,119
34,1.5,241,49362,0,49603,0.7,0.7,USA,Rnd,118
35,1.5,243,49338,0,49581,0.7,0.7,USA,Rnd,126
36,1.5,236,49362,0,49598,0.7,0.7,USA,Rnd,133
37,1.5,240,49368,0,49608,0.7,0.7,USA,Rnd,115
38,1.5,236,49330,0,49566,0.7,0.7,USA,Rnd,118
39,1.5,241,49329,0,49570,0.7,0.7,USA,Rnd,123
40,1.5,238,49385,0,49623,0.7,0.7,USA,Rnd,123
41,1.5,235,49333,0,49568,0.7,0.7,USA,Rnd,126
42,1.5,240,49359,0,49599,0.7,0.7,USA,Rnd,115
43,1.5,236,49355,0,49591,0.7,0.7,USA,Rnd,135
44,1.5,235,49369,0,49604,0.7,0.7,USA,Rnd,120
45,1.5,237,49377,0,49614,0.7,0.7,USA,Rnd,122
46,1.5,242,49344,0,49586,0.7,0.7,USA,Rnd,125
47,1.5,233,49376,0,49609,0.7,0.7,USA,Rnd,121
48,1.5,239,49364,0,49603,0.7,0.7,USA,Rnd,117
49,1.5,235,49345,0,49580,0.7,0.7,USA,Rnd,111
50,1.5,239,49368,0,49607,0.7,0.7,USA,Rnd,119
51,1.5,239,49336,0,49575,0.7,0.7,USA,Rnd,127
