,R0,MSM_recov,HET_recov,red_HET,TOT_recov,red,bridge,country,strat,outbreak_time
0,1.5,257,49349,0,49606,0.1,0.65,USA,Rnd,110
1,1.5,251,49335,0,49586,0.1,0.65,USA,Rnd,115
2,1.5,260,49370,0,49630,0.1,0.65,USA,Rnd,118
3,1.5,257,49344,0,49601,0.1,0.65,USA,Rnd,115
4,1.5,259,49362,0,49621,0.1,0.65,USA,Rnd,125
5,1.5,256,49366,0,49622,0.1,0.65,USA,Rnd,115
6,1.5,254,49353,0,49607,0.1,0.65,USA,Rnd,115
7,1.5,259,49354,0,49613,0.1,0.65,USA,Rnd,109
8,1.5,249,49348,0,49597,0.1,0.65,USA,Rnd,118
9,1.5,256,49393,0,49649,0.1,0.65,USA,Rnd,130
10,1.5,250,49340,0,49590,0.1,0.65,USA,Rnd,124
11,1.5,257,49389,0,49646,0.1,0.65,USA,Rnd,113
12,1.5,258,49356,0,49614,0.1,0.65,USA,Rnd,106
13,1.5,257,49398,0,49655,0.1,0.65,USA,Rnd,117
14,1.5,256,49359,0,49615,0.1,0.65,USA,Rnd,117
15,1.5,256,49368,0,49624,0.1,0.65,USA,Rnd,111
16,1.5,255,49340,0,49595,0.1,0.65,USA,Rnd,120
17,1.5,252,49328,0,49580,0.1,0.65,USA,Rnd,123
18,1.5,253,49358,0,49611,0.1,0.65,USA,Rnd,115
19,1.5,256,49343,0,49599,0.1,0.65,USA,Rnd,116
20,1.5,259,49364,0,49623,0.1,0.65,USA,Rnd,117
21,1.5,251,49368,0,49619,0.1,0.65,USA,Rnd,114
22,1.5,255,49345,0,49600,0.1,0.65,USA,Rnd,111
23,1.5,253,49379,0,49632,0.1,0.65,USA,Rnd,118
24,1.5,256,49334,0,49590,0.1,0.65,USA,Rnd,124
25,1.5,254,49382,0,49636,0.1,0.65,USA,Rnd,109
26,1.5,253,49335,0,49588,0.1,0.65,USA,Rnd,118
27,1.5,255,49317,0,49572,0.1,0.65,USA,Rnd,113
28,1.5,258,49379,0,49637,0.1,0.65,USA,Rnd,118
29,1.5,252,49364,0,49616,0.1,0.65,USA,Rnd,108
30,1.5,258,49380,0,49638,0.1,0.65,USA,Rnd,111
31,1.5,256,49324,0,49580,0.1,0.65,USA,Rnd,119
32,1.5,255,49322,0,49577,0.1,0.65,USA,Rnd,119
33,1.5,256,49362,0,49618,0.1,0.65,USA,Rnd,115
34,1.5,255,49351,0,49606,0.1,0.65,USA,Rnd,114
35,1.5,252,49360,0,49612,0.1,0.65,USA,Rnd,117
36,1.5,254,49398,0,49652,0.1,0.65,USA,Rnd,116
37,1.5,254,49353,0,49607,0.1,0.65,USA,Rnd,116
38,1.5,258,49352,0,49610,0.1,0.65,USA,Rnd,116
39,1.5,254,49388,0,49642,0.1,0.65,USA,Rnd,118
40,1.5,254,49322,0,49576,0.1,0.65,USA,Rnd,123
41,1.5,254,49357,0,49611,0.1,0.65,USA,Rnd,117
42,1.5,256,49364,0,49620,0.1,0.65,USA,Rnd,122
43,1.5,257,49328,0,49585,0.1,0.65,USA,Rnd,121
44,1.5,254,49314,0,49568,0.1,0.65,USA,Rnd,112
45,1.5,252,49373,0,49625,0.1,0.65,USA,Rnd,128
46,1.5,256,49386,0,49642,0.1,0.65,USA,Rnd,108
47,1.5,257,49333,0,49590,0.1,0.65,USA,Rnd,110
48,1.5,255,49356,0,49611,0.1,0.65,USA,Rnd,131
49,1.5,256,49393,0,49649,0.1,0.65,USA,Rnd,111
50,1.5,258,49372,0,49630,0.1,0.65,USA,Rnd,137
51,1.5,259,49359,0,49618,0.1,0.65,USA,Rnd,121
52,1.5,249,49345,0,49594,0.1,0.65,USA,Rnd,109
53,1.5,254,49380,0,49634,0.1,0.65,USA,Rnd,116
54,1.5,255,49359,0,49614,0.1,0.65,USA,Rnd,115
55,1.5,256,49359,0,49615,0.1,0.65,USA,Rnd,117
56,1.5,256,49369,0,49625,0.1,0.65,USA,Rnd,113
57,1.5,253,49373,0,49626,0.1,0.65,USA,Rnd,111
58,1.5,252,49371,0,49623,0.1,0.65,USA,Rnd,117
59,1.5,255,49344,0,49599,0.1,0.65,USA,Rnd,123
60,1.5,257,49376,0,49633,0.1,0.65,USA,Rnd,116
61,1.5,249,49306,0,49555,0.1,0.65,USA,Rnd,124
62,1.5,258,49341,0,49599,0.1,0.65,USA,Rnd,126
63,1.5,259,49355,0,49614,0.1,0.65,USA,Rnd,123
64,1.5,254,49339,0,49593,0.1,0.65,USA,Rnd,114
65,1.5,252,49348,0,49600,0.1,0.65,USA,Rnd,115
66,1.5,249,49377,0,49626,0.1,0.65,USA,Rnd,115
67,1.5,255,49357,0,49612,0.1,0.65,USA,Rnd,112
68,1.5,250,49331,0,49581,0.1,0.65,USA,Rnd,116
69,1.5,257,49363,0,49620,0.1,0.65,USA,Rnd,114
70,1.5,259,49348,0,49607,0.1,0.65,USA,Rnd,107
71,1.5,257,49372,0,49629,0.1,0.65,USA,Rnd,111
72,1.5,254,49344,0,49598,0.1,0.65,USA,Rnd,116
73,1.5,253,49356,0,49609,0.1,0.65,USA,Rnd,136
74,1.5,244,49392,0,49636,0.1,0.65,USA,Rnd,120
75,1.5,256,49358,0,49614,0.1,0.65,USA,Rnd,124
76,1.5,253,49363,0,49616,0.1,0.65,USA,Rnd,116
77,1.5,253,49380,0,49633,0.1,0.65,USA,Rnd,123
78,1.5,253,49402,0,49655,0.1,0.65,USA,Rnd,117
79,1.5,255,49333,0,49588,0.1,0.65,USA,Rnd,110
80,1.5,253,49349,0,49602,0.1,0.65,USA,Rnd,120
81,1.5,256,49404,0,49660,0.1,0.65,USA,Rnd,120
