,R0,MSM_recov,HET_recov,red_HET,TOT_recov,red,bridge,country,strat,outbreak_time
0,1.5,253,49335,0,49588,0.0,0.35,USA,Rnd,119
1,1.5,256,49334,0,49590,0.0,0.35,USA,Rnd,113
2,1.5,251,49359,0,49610,0.0,0.35,USA,Rnd,115
3,1.5,257,49355,0,49612,0.0,0.35,USA,Rnd,119
4,1.5,251,49358,0,49609,0.0,0.35,USA,Rnd,140
5,1.5,248,49381,0,49629,0.0,0.35,USA,Rnd,117
6,1.5,253,49361,0,49614,0.0,0.35,USA,Rnd,111
7,1.5,257,49397,0,49654,0.0,0.35,USA,Rnd,114
8,1.5,252,49365,0,49617,0.0,0.35,USA,Rnd,109
9,1.5,249,49375,0,49624,0.0,0.35,USA,Rnd,115
10,1.5,250,49342,0,49592,0.0,0.35,USA,Rnd,114
11,1.5,256,49359,0,49615,0.0,0.35,USA,Rnd,117
12,1.5,252,49379,0,49631,0.0,0.35,USA,Rnd,132
13,1.5,253,49319,0,49572,0.0,0.35,USA,Rnd,117
14,1.5,251,49346,0,49597,0.0,0.35,USA,Rnd,123
15,1.5,253,49371,0,49624,0.0,0.35,USA,Rnd,116
16,1.5,247,49367,0,49614,0.0,0.35,USA,Rnd,117
17,1.5,244,49347,0,49591,0.0,0.35,USA,Rnd,113
18,1.5,253,49380,0,49633,0.0,0.35,USA,Rnd,121
19,1.5,253,49362,0,49615,0.0,0.35,USA,Rnd,118
20,1.5,250,49362,0,49612,0.0,0.35,USA,Rnd,109
21,1.5,254,49351,0,49605,0.0,0.35,USA,Rnd,119
22,1.5,254,49329,0,49583,0.0,0.35,USA,Rnd,118
23,1.5,252,49339,0,49591,0.0,0.35,USA,Rnd,120
24,1.5,251,49349,0,49600,0.0,0.35,USA,Rnd,120
25,1.5,253,49350,0,49603,0.0,0.35,USA,Rnd,120
26,1.5,253,49313,0,49566,0.0,0.35,USA,Rnd,116
27,1.5,249,49341,0,49590,0.0,0.35,USA,Rnd,110
28,1.5,250,49359,0,49609,0.0,0.35,USA,Rnd,127
29,1.5,255,49358,0,49613,0.0,0.35,USA,Rnd,117
30,1.5,254,49355,0,49609,0.0,0.35,USA,Rnd,116
31,1.5,252,49338,0,49590,0.0,0.35,USA,Rnd,115
32,1.5,251,49370,0,49621,0.0,0.35,USA,Rnd,112
33,1.5,255,49384,0,49639,0.0,0.35,USA,Rnd,124
34,1.5,243,49369,0,49612,0.0,0.35,USA,Rnd,121
35,1.5,256,49347,0,49603,0.0,0.35,USA,Rnd,125
36,1.5,258,49360,0,49618,0.0,0.35,USA,Rnd,113
37,1.5,252,49383,0,49635,0.0,0.35,USA,Rnd,126
38,1.5,250,49332,0,49582,0.0,0.35,USA,Rnd,121
39,1.5,251,49360,0,49611,0.0,0.35,USA,Rnd,115
40,1.5,253,49373,0,49626,0.0,0.35,USA,Rnd,130
41,1.5,249,49381,0,49630,0.0,0.35,USA,Rnd,129
42,1.5,254,49336,0,49590,0.0,0.35,USA,Rnd,114
43,1.5,251,49351,0,49602,0.0,0.35,USA,Rnd,116
