,R0,MSM_recov,HET_recov,red_HET,TOT_recov,red,bridge,country,strat,outbreak_time
0,1.5,235,49366,0,49601,0.3,0.15,USA,Rnd,131
1,1.5,229,49346,0,49575,0.3,0.15,USA,Rnd,129
2,1.5,222,49361,0,49583,0.3,0.15,USA,Rnd,142
3,1.5,245,49372,0,49617,0.3,0.15,USA,Rnd,129
4,1.5,224,49366,0,49590,0.3,0.15,USA,Rnd,140
5,1.5,227,49358,0,49585,0.3,0.15,USA,Rnd,130
6,1.5,223,49375,0,49598,0.3,0.15,USA,Rnd,137
7,1.5,225,49391,0,49616,0.3,0.15,USA,Rnd,129
8,1.5,232,49322,0,49554,0.3,0.15,USA,Rnd,124
9,1.5,224,49383,0,49607,0.3,0.15,USA,Rnd,127
10,1.5,238,49404,0,49642,0.3,0.15,USA,Rnd,135
11,1.5,220,49360,0,49580,0.3,0.15,USA,Rnd,123
12,1.5,235,49337,0,49572,0.3,0.15,USA,Rnd,154
13,1.5,232,49379,0,49611,0.3,0.15,USA,Rnd,137
14,1.5,232,49394,0,49626,0.3,0.15,USA,Rnd,122
15,1.5,235,49378,0,49613,0.3,0.15,USA,Rnd,129
16,1.5,228,49342,0,49570,0.3,0.15,USA,Rnd,131
17,1.5,238,49340,0,49578,0.3,0.15,USA,Rnd,131
18,1.5,237,49390,0,49627,0.3,0.15,USA,Rnd,130
19,1.5,231,49357,0,49588,0.3,0.15,USA,Rnd,126
20,1.5,231,49356,0,49587,0.3,0.15,USA,Rnd,134
21,1.5,223,49344,0,49567,0.3,0.15,USA,Rnd,139
22,1.5,228,49361,0,49589,0.3,0.15,USA,Rnd,139
23,1.5,234,49370,0,49604,0.3,0.15,USA,Rnd,131
24,1.5,240,49364,0,49604,0.3,0.15,USA,Rnd,138
25,1.5,226,49360,0,49586,0.3,0.15,USA,Rnd,131
26,1.5,241,49341,0,49582,0.3,0.15,USA,Rnd,152
27,1.5,221,49377,0,49598,0.3,0.15,USA,Rnd,127
28,1.5,237,49342,0,49579,0.3,0.15,USA,Rnd,131
29,1.5,239,49341,0,49580,0.3,0.15,USA,Rnd,136
30,1.5,223,49411,0,49634,0.3,0.15,USA,Rnd,121
31,1.5,227,49341,0,49568,0.3,0.15,USA,Rnd,143
32,1.5,237,49384,0,49621,0.3,0.15,USA,Rnd,131
33,1.5,238,49340,0,49578,0.3,0.15,USA,Rnd,136
34,1.5,239,49368,0,49607,0.3,0.15,USA,Rnd,131
35,1.5,227,49406,0,49633,0.3,0.15,USA,Rnd,130
36,1.5,218,49334,0,49552,0.3,0.15,USA,Rnd,134
37,1.5,231,49320,0,49551,0.3,0.15,USA,Rnd,129
38,1.5,232,49311,0,49543,0.3,0.15,USA,Rnd,150
39,1.5,220,49365,0,49585,0.3,0.15,USA,Rnd,124
40,1.5,236,49367,0,49603,0.3,0.15,USA,Rnd,147
41,1.5,224,49381,0,49605,0.3,0.15,USA,Rnd,149
42,1.5,210,49361,0,49571,0.3,0.15,USA,Rnd,134
43,1.5,239,49354,0,49593,0.3,0.15,USA,Rnd,144
44,1.5,234,49391,0,49625,0.3,0.15,USA,Rnd,156
45,1.5,230,49348,0,49578,0.3,0.15,USA,Rnd,131
46,1.5,231,49353,0,49584,0.3,0.15,USA,Rnd,133
47,1.5,224,49365,0,49589,0.3,0.15,USA,Rnd,127
48,1.5,227,49361,0,49588,0.3,0.15,USA,Rnd,140
49,1.5,232,49312,0,49544,0.3,0.15,USA,Rnd,129
50,1.5,218,49347,0,49565,0.3,0.15,USA,Rnd,117
51,1.5,231,49377,0,49608,0.3,0.15,USA,Rnd,133
52,1.5,215,49346,0,49561,0.3,0.15,USA,Rnd,118
53,1.5,237,49334,0,49571,0.3,0.15,USA,Rnd,131
54,1.5,227,49369,0,49596,0.3,0.15,USA,Rnd,144
55,1.5,235,49345,0,49580,0.3,0.15,USA,Rnd,123
56,1.5,231,49341,0,49572,0.3,0.15,USA,Rnd,128
57,1.5,234,49377,0,49611,0.3,0.15,USA,Rnd,127
58,1.5,234,49324,0,49558,0.3,0.15,USA,Rnd,136
59,1.5,235,49377,0,49612,0.3,0.15,USA,Rnd,138
60,1.5,236,49338,0,49574,0.3,0.15,USA,Rnd,129
61,1.5,239,49379,0,49618,0.3,0.15,USA,Rnd,150
62,1.5,236,49364,0,49600,0.3,0.15,USA,Rnd,135
