,R0,MSM_recov,HET_recov,red_HET,TOT_recov,red,bridge,country,strat,outbreak_time
0,1.5,208,49367,0,49575,0.45,0.025,USA,Rnd,159
1,1.5,210,49401,0,49611,0.45,0.025,USA,Rnd,148
2,1.5,200,49387,0,49587,0.45,0.025,USA,Rnd,140
3,1.5,220,49344,0,49564,0.45,0.025,USA,Rnd,170
4,1.5,206,49390,0,49596,0.45,0.025,USA,Rnd,141
5,1.5,218,49328,0,49546,0.45,0.025,USA,Rnd,153
6,1.5,208,49361,0,49569,0.45,0.025,USA,Rnd,183
7,1.5,215,49331,0,49546,0.45,0.025,USA,Rnd,157
8,1.5,199,49397,0,49596,0.45,0.025,USA,Rnd,160
9,1.5,200,49395,0,49595,0.45,0.025,USA,Rnd,151
10,1.5,201,49344,0,49545,0.45,0.025,USA,Rnd,155
11,1.5,214,49367,0,49581,0.45,0.025,USA,Rnd,160
12,1.5,186,49310,0,49496,0.45,0.025,USA,Rnd,151
13,1.5,205,49351,0,49556,0.45,0.025,USA,Rnd,126
14,1.5,202,49362,0,49564,0.45,0.025,USA,Rnd,202
15,1.5,186,49360,0,49546,0.45,0.025,USA,Rnd,159
16,1.5,203,49383,0,49586,0.45,0.025,USA,Rnd,139
17,1.5,215,49372,0,49587,0.45,0.025,USA,Rnd,153
18,1.5,216,49360,0,49576,0.45,0.025,USA,Rnd,141
19,1.5,200,49326,0,49526,0.45,0.025,USA,Rnd,140
20,1.5,203,49368,0,49571,0.45,0.025,USA,Rnd,151
21,1.5,205,49347,0,49552,0.45,0.025,USA,Rnd,141
22,1.5,197,49380,0,49577,0.45,0.025,USA,Rnd,144
23,1.5,217,49327,0,49544,0.45,0.025,USA,Rnd,167
24,1.5,200,49386,0,49586,0.45,0.025,USA,Rnd,150
25,1.5,205,49396,0,49601,0.45,0.025,USA,Rnd,144
26,1.5,194,49369,0,49563,0.45,0.025,USA,Rnd,133
27,1.5,208,49329,0,49537,0.45,0.025,USA,Rnd,144
28,1.5,210,49386,0,49596,0.45,0.025,USA,Rnd,137
29,1.5,212,49383,0,49595,0.45,0.025,USA,Rnd,153
30,1.5,229,49309,0,49538,0.45,0.025,USA,Rnd,144
31,1.5,197,49394,0,49591,0.45,0.025,USA,Rnd,136
