,R0,MSM_recov,HET_recov,red_HET,TOT_recov,red,bridge,country,strat,outbreak_time
0,1.5,202,49328,0.5,49530,0.5,0.01,USA,Rnd,154
1,1.5,185,49326,0.5,49511,0.5,0.01,USA,Rnd,158
2,1.5,181,49368,0.5,49549,0.5,0.01,USA,Rnd,154
3,1.5,178,49376,0.5,49554,0.5,0.01,USA,Rnd,133
4,1.5,190,49388,0.5,49578,0.5,0.01,USA,Rnd,143
5,1.5,190,49354,0.5,49544,0.5,0.01,USA,Rnd,135
6,1.5,201,49365,0.5,49566,0.5,0.01,USA,Rnd,122
7,1.5,207,49372,0.5,49579,0.5,0.01,USA,Rnd,173
8,1.5,195,49319,0.5,49514,0.5,0.01,USA,Rnd,143
9,1.5,202,49370,0.5,49572,0.5,0.01,USA,Rnd,142
10,1.5,177,49354,0.5,49531,0.5,0.01,USA,Rnd,152
11,1.5,192,49355,0.5,49547,0.5,0.01,USA,Rnd,142
12,1.5,193,49380,0.5,49573,0.5,0.01,USA,Rnd,157
13,1.5,183,49358,0.5,49541,0.5,0.01,USA,Rnd,157
14,1.5,185,49369,0.5,49554,0.5,0.01,USA,Rnd,148
15,1.5,175,49356,0.5,49531,0.5,0.01,USA,Rnd,139
16,1.5,170,49365,0.5,49535,0.5,0.01,USA,Rnd,142
17,1.5,196,49347,0.5,49543,0.5,0.01,USA,Rnd,179
18,1.5,208,49321,0.5,49529,0.5,0.01,USA,Rnd,130
19,1.5,206,49335,0.5,49541,0.5,0.01,USA,Rnd,161
20,1.5,177,49387,0.5,49564,0.5,0.01,USA,Rnd,122
21,1.5,194,49389,0.5,49583,0.5,0.01,USA,Rnd,127
22,1.5,180,49373,0.5,49553,0.5,0.01,USA,Rnd,155
23,1.5,182,49330,0.5,49512,0.5,0.01,USA,Rnd,130
24,1.5,187,49366,0.5,49553,0.5,0.01,USA,Rnd,134
25,1.5,214,49376,0.5,49590,0.5,0.01,USA,Rnd,145
26,1.5,189,49351,0.5,49540,0.5,0.01,USA,Rnd,153
27,1.5,194,49395,0.5,49589,0.5,0.01,USA,Rnd,149
28,1.5,187,49355,0.5,49542,0.5,0.01,USA,Rnd,193
29,1.5,183,49338,0.5,49521,0.5,0.01,USA,Rnd,130
30,1.5,165,49333,0.5,49498,0.5,0.01,USA,Rnd,143
31,1.5,190,49337,0.5,49527,0.5,0.01,USA,Rnd,156
32,1.5,198,49373,0.5,49571,0.5,0.01,USA,Rnd,126
33,1.5,170,49382,0.5,49552,0.5,0.01,USA,Rnd,135
34,1.5,196,49337,0.5,49533,0.5,0.01,USA,Rnd,145
35,1.5,181,49380,0.5,49561,0.5,0.01,USA,Rnd,161
36,1.5,181,49367,0.5,49548,0.5,0.01,USA,Rnd,148
37,1.5,175,49324,0.5,49499,0.5,0.01,USA,Rnd,141
38,1.5,190,49362,0.5,49552,0.5,0.01,USA,Rnd,162
39,1.5,208,49321,0.5,49529,0.5,0.01,USA,Rnd,142
40,1.5,193,49378,0.5,49571,0.5,0.01,USA,Rnd,143
41,1.5,201,49386,0.5,49587,0.5,0.01,USA,Rnd,137
42,1.5,201,49340,0.5,49541,0.5,0.01,USA,Rnd,138
43,1.5,189,49346,0.5,49535,0.5,0.01,USA,Rnd,120
44,1.5,191,49340,0.5,49531,0.5,0.01,USA,Rnd,159
45,1.5,196,49345,0.5,49541,0.5,0.01,USA,Rnd,135
46,1.5,189,49400,0.5,49589,0.5,0.01,USA,Rnd,143
47,1.5,206,49369,0.5,49575,0.5,0.01,USA,Rnd,157
