,R0,MSM_recov,HET_recov,red_HET,TOT_recov,red,bridge,country,strat,outbreak_time
0,1.5,131,49366,0.6,49497,0.7,0.01,USA,Rnd,164
1,1.5,158,49329,0.6,49487,0.7,0.01,USA,Rnd,167
2,1.5,134,49347,0.6,49481,0.7,0.01,USA,Rnd,132
3,1.5,150,49371,0.6,49521,0.7,0.01,USA,Rnd,204
4,1.5,153,49383,0.6,49536,0.7,0.01,USA,Rnd,167
5,1.5,151,49369,0.6,49520,0.7,0.01,USA,Rnd,150
6,1.5,160,49389,0.6,49549,0.7,0.01,USA,Rnd,232
7,1.5,145,49354,0.6,49499,0.7,0.01,USA,Rnd,148
8,1.5,138,49364,0.6,49502,0.7,0.01,USA,Rnd,175
9,1.5,118,49386,0.6,49504,0.7,0.01,USA,Rnd,157
10,1.5,148,49373,0.6,49521,0.7,0.01,USA,Rnd,160
11,1.5,136,49340,0.6,49476,0.7,0.01,USA,Rnd,143
12,1.5,130,49327,0.6,49457,0.7,0.01,USA,Rnd,156
13,1.5,154,49379,0.6,49533,0.7,0.01,USA,Rnd,151
14,1.5,147,49372,0.6,49519,0.7,0.01,USA,Rnd,191
15,1.5,151,49356,0.6,49507,0.7,0.01,USA,Rnd,165
16,1.5,136,49338,0.6,49474,0.7,0.01,USA,Rnd,149
17,1.5,140,49372,0.6,49512,0.7,0.01,USA,Rnd,163
18,1.5,134,49371,0.6,49505,0.7,0.01,USA,Rnd,174
19,1.5,154,49358,0.6,49512,0.7,0.01,USA,Rnd,154
20,1.5,121,49351,0.6,49472,0.7,0.01,USA,Rnd,146
21,1.5,144,49392,0.6,49536,0.7,0.01,USA,Rnd,143
22,1.5,134,49311,0.6,49445,0.7,0.01,USA,Rnd,159
23,1.5,142,49379,0.6,49521,0.7,0.01,USA,Rnd,150
24,1.5,142,49373,0.6,49515,0.7,0.01,USA,Rnd,200
25,1.5,142,49354,0.6,49496,0.7,0.01,USA,Rnd,199
26,1.5,141,49364,0.6,49505,0.7,0.01,USA,Rnd,164
27,1.5,143,49328,0.6,49471,0.7,0.01,USA,Rnd,177
28,1.5,151,49343,0.6,49494,0.7,0.01,USA,Rnd,151
29,1.5,132,49337,0.6,49469,0.7,0.01,USA,Rnd,164
30,1.5,142,49373,0.6,49515,0.7,0.01,USA,Rnd,164
31,1.5,142,49338,0.6,49480,0.7,0.01,USA,Rnd,147
32,1.5,118,49371,0.6,49489,0.7,0.01,USA,Rnd,161
33,1.5,122,49370,0.6,49492,0.7,0.01,USA,Rnd,136
34,1.5,154,49346,0.6,49500,0.7,0.01,USA,Rnd,164
35,1.5,141,49368,0.6,49509,0.7,0.01,USA,Rnd,156
36,1.5,116,49339,0.6,49455,0.7,0.01,USA,Rnd,175
37,1.5,167,49381,0.6,49548,0.7,0.01,USA,Rnd,155
38,1.5,138,49355,0.6,49493,0.7,0.01,USA,Rnd,164
39,1.5,143,49336,0.6,49479,0.7,0.01,USA,Rnd,204
40,1.5,122,49359,0.6,49481,0.7,0.01,USA,Rnd,152
41,1.5,149,49353,0.6,49502,0.7,0.01,USA,Rnd,136
42,1.5,112,49334,0.6,49446,0.7,0.01,USA,Rnd,176
43,1.5,147,49351,0.6,49498,0.7,0.01,USA,Rnd,271
44,1.5,155,49375,0.6,49530,0.7,0.01,USA,Rnd,221
45,1.5,128,49382,0.6,49510,0.7,0.01,USA,Rnd,146
46,1.5,146,49362,0.6,49508,0.7,0.01,USA,Rnd,157
47,1.5,162,49370,0.6,49532,0.7,0.01,USA,Rnd,150
48,1.5,146,49319,0.6,49465,0.7,0.01,USA,Rnd,227
49,1.5,154,49342,0.6,49496,0.7,0.01,USA,Rnd,185
50,1.5,140,49344,0.6,49484,0.7,0.01,USA,Rnd,149
51,1.5,138,49363,0.6,49501,0.7,0.01,USA,Rnd,219
52,1.5,141,49366,0.6,49507,0.7,0.01,USA,Rnd,160
53,1.5,141,49353,0.6,49494,0.7,0.01,USA,Rnd,168
54,1.5,130,49331,0.6,49461,0.7,0.01,USA,Rnd,180
55,1.5,127,49430,0.6,49557,0.7,0.01,USA,Rnd,175
56,1.5,136,49371,0.6,49507,0.7,0.01,USA,Rnd,155
57,1.5,123,49357,0.6,49480,0.7,0.01,USA,Rnd,128
58,1.5,143,49370,0.6,49513,0.7,0.01,USA,Rnd,143
59,1.5,127,49367,0.6,49494,0.7,0.01,USA,Rnd,165
60,1.5,137,49376,0.6,49513,0.7,0.01,USA,Rnd,161
61,1.5,146,49376,0.6,49522,0.7,0.01,USA,Rnd,173
62,1.5,131,49335,0.6,49466,0.7,0.01,USA,Rnd,163
63,1.5,129,49331,0.6,49460,0.7,0.01,USA,Rnd,152
64,1.5,139,49348,0.6,49487,0.7,0.01,USA,Rnd,154
65,1.5,149,49385,0.6,49534,0.7,0.01,USA,Rnd,191
66,1.5,144,49369,0.6,49513,0.7,0.01,USA,Rnd,171
67,1.5,121,49332,0.6,49453,0.7,0.01,USA,Rnd,152
68,1.5,125,49380,0.6,49505,0.7,0.01,USA,Rnd,152
69,1.5,127,49374,0.6,49501,0.7,0.01,USA,Rnd,160
70,1.5,138,49369,0.6,49507,0.7,0.01,USA,Rnd,204
71,1.5,117,49370,0.6,49487,0.7,0.01,USA,Rnd,153
72,1.5,157,49348,0.6,49505,0.7,0.01,USA,Rnd,155
73,1.5,176,49343,0.6,49519,0.7,0.01,USA,Rnd,169
74,1.5,139,49348,0.6,49487,0.7,0.01,USA,Rnd,177
75,1.5,129,49342,0.6,49471,0.7,0.01,USA,Rnd,145
76,1.5,128,49338,0.6,49466,0.7,0.01,USA,Rnd,155
77,1.5,157,49319,0.6,49476,0.7,0.01,USA,Rnd,153
78,1.5,137,49381,0.6,49518,0.7,0.01,USA,Rnd,203
79,1.5,163,49312,0.6,49475,0.7,0.01,USA,Rnd,153
