,R0,MSM_recov,HET_recov,red_HET,TOT_recov,red,bridge,country,strat,outbreak_time
0,1.5,191,49299,0.8,49490,0.5,0.01,USA,Rnd,147
1,1.5,195,49399,0.8,49594,0.5,0.01,USA,Rnd,130
2,1.5,213,49360,0.8,49573,0.5,0.01,USA,Rnd,126
3,1.5,203,49349,0.8,49552,0.5,0.01,USA,Rnd,144
4,1.5,186,49353,0.8,49539,0.5,0.01,USA,Rnd,125
5,1.5,194,49325,0.8,49519,0.5,0.01,USA,Rnd,144
6,1.5,196,49320,0.8,49516,0.5,0.01,USA,Rnd,131
7,1.5,196,49381,0.8,49577,0.5,0.01,USA,Rnd,152
8,1.5,188,49345,0.8,49533,0.5,0.01,USA,Rnd,145
9,1.5,190,49311,0.8,49501,0.5,0.01,USA,Rnd,143
10,1.5,197,49328,0.8,49525,0.5,0.01,USA,Rnd,141
11,1.5,190,49372,0.8,49562,0.5,0.01,USA,Rnd,142
12,1.5,185,49347,0.8,49532,0.5,0.01,USA,Rnd,140
13,1.5,196,49359,0.8,49555,0.5,0.01,USA,Rnd,148
14,1.5,200,49348,0.8,49548,0.5,0.01,USA,Rnd,141
15,1.5,212,49346,0.8,49558,0.5,0.01,USA,Rnd,126
16,1.5,187,49341,0.8,49528,0.5,0.01,USA,Rnd,168
17,1.5,194,49366,0.8,49560,0.5,0.01,USA,Rnd,159
18,1.5,217,49395,0.8,49612,0.5,0.01,USA,Rnd,137
19,1.5,196,49373,0.8,49569,0.5,0.01,USA,Rnd,146
20,1.5,191,49346,0.8,49537,0.5,0.01,USA,Rnd,128
21,1.5,208,49371,0.8,49579,0.5,0.01,USA,Rnd,136
22,1.5,201,49398,0.8,49599,0.5,0.01,USA,Rnd,151
23,1.5,181,49372,0.8,49553,0.5,0.01,USA,Rnd,148
24,1.5,205,49382,0.8,49587,0.5,0.01,USA,Rnd,141
25,1.5,202,49388,0.8,49590,0.5,0.01,USA,Rnd,140
26,1.5,213,49336,0.8,49549,0.5,0.01,USA,Rnd,160
27,1.5,209,49396,0.8,49605,0.5,0.01,USA,Rnd,158
28,1.5,209,49344,0.8,49553,0.5,0.01,USA,Rnd,158
29,1.5,202,49337,0.8,49539,0.5,0.01,USA,Rnd,151
30,1.5,192,49340,0.8,49532,0.5,0.01,USA,Rnd,131
31,1.5,193,49356,0.8,49549,0.5,0.01,USA,Rnd,153
32,1.5,197,49329,0.8,49526,0.5,0.01,USA,Rnd,157
33,1.5,187,49337,0.8,49524,0.5,0.01,USA,Rnd,145
34,1.5,204,49354,0.8,49558,0.5,0.01,USA,Rnd,187
35,1.5,187,49324,0.8,49511,0.5,0.01,USA,Rnd,138
36,1.5,198,49367,0.8,49565,0.5,0.01,USA,Rnd,160
37,1.5,199,49378,0.8,49577,0.5,0.01,USA,Rnd,154
38,1.5,205,49381,0.8,49586,0.5,0.01,USA,Rnd,173
39,1.5,194,49329,0.8,49523,0.5,0.01,USA,Rnd,137
40,1.5,200,49356,0.8,49556,0.5,0.01,USA,Rnd,160
41,1.5,186,49363,0.8,49549,0.5,0.01,USA,Rnd,132
42,1.5,206,49377,0.8,49583,0.5,0.01,USA,Rnd,142
43,1.5,194,49315,0.8,49509,0.5,0.01,USA,Rnd,143
44,1.5,193,49325,0.8,49518,0.5,0.01,USA,Rnd,171
45,1.5,177,49370,0.8,49547,0.5,0.01,USA,Rnd,159
46,1.5,203,49284,0.8,49487,0.5,0.01,USA,Rnd,126
47,1.5,201,49356,0.8,49557,0.5,0.01,USA,Rnd,149
48,1.5,193,49399,0.8,49592,0.5,0.01,USA,Rnd,173
49,1.5,205,49376,0.8,49581,0.5,0.01,USA,Rnd,141
50,1.5,168,49344,0.8,49512,0.5,0.01,USA,Rnd,142
51,1.5,204,49349,0.8,49553,0.5,0.01,USA,Rnd,123
52,1.5,200,49353,0.8,49553,0.5,0.01,USA,Rnd,176
53,1.5,197,49376,0.8,49573,0.5,0.01,USA,Rnd,154
54,1.5,205,49339,0.8,49544,0.5,0.01,USA,Rnd,168
