,R0,MSM_recov,HET_recov,red_HET,TOT_recov,red,bridge,country,strat,outbreak_time
0,1.5,227,49373,0.5,49600,0.5,0.2,USA,Rnd,122
1,1.5,217,49350,0.5,49567,0.5,0.2,USA,Rnd,137
2,1.5,216,49351,0.5,49567,0.5,0.2,USA,Rnd,155
3,1.5,224,49368,0.5,49592,0.5,0.2,USA,Rnd,133
4,1.5,212,49391,0.5,49603,0.5,0.2,USA,Rnd,131
5,1.5,235,49350,0.5,49585,0.5,0.2,USA,Rnd,127
6,1.5,218,49318,0.5,49536,0.5,0.2,USA,Rnd,124
7,1.5,221,49335,0.5,49556,0.5,0.2,USA,Rnd,128
8,1.5,216,49360,0.5,49576,0.5,0.2,USA,Rnd,132
9,1.5,217,49321,0.5,49538,0.5,0.2,USA,Rnd,131
10,1.5,211,49341,0.5,49552,0.5,0.2,USA,Rnd,136
11,1.5,217,49344,0.5,49561,0.5,0.2,USA,Rnd,132
12,1.5,217,49365,0.5,49582,0.5,0.2,USA,Rnd,147
13,1.5,217,49312,0.5,49529,0.5,0.2,USA,Rnd,136
14,1.5,222,49354,0.5,49576,0.5,0.2,USA,Rnd,125
15,1.5,218,49340,0.5,49558,0.5,0.2,USA,Rnd,138
16,1.5,216,49327,0.5,49543,0.5,0.2,USA,Rnd,129
17,1.5,209,49328,0.5,49537,0.5,0.2,USA,Rnd,125
18,1.5,228,49361,0.5,49589,0.5,0.2,USA,Rnd,137
19,1.5,225,49354,0.5,49579,0.5,0.2,USA,Rnd,136
20,1.5,225,49324,0.5,49549,0.5,0.2,USA,Rnd,160
21,1.5,222,49343,0.5,49565,0.5,0.2,USA,Rnd,131
22,1.5,217,49374,0.5,49591,0.5,0.2,USA,Rnd,129
23,1.5,220,49348,0.5,49568,0.5,0.2,USA,Rnd,125
24,1.5,203,49348,0.5,49551,0.5,0.2,USA,Rnd,131
25,1.5,206,49312,0.5,49518,0.5,0.2,USA,Rnd,126
26,1.5,225,49353,0.5,49578,0.5,0.2,USA,Rnd,119
27,1.5,210,49341,0.5,49551,0.5,0.2,USA,Rnd,128
28,1.5,213,49318,0.5,49531,0.5,0.2,USA,Rnd,133
29,1.5,222,49371,0.5,49593,0.5,0.2,USA,Rnd,123
30,1.5,212,49349,0.5,49561,0.5,0.2,USA,Rnd,160
31,1.5,219,49346,0.5,49565,0.5,0.2,USA,Rnd,128
32,1.5,216,49346,0.5,49562,0.5,0.2,USA,Rnd,128
33,1.5,217,49318,0.5,49535,0.5,0.2,USA,Rnd,133
34,1.5,211,49379,0.5,49590,0.5,0.2,USA,Rnd,117
35,1.5,216,49326,0.5,49542,0.5,0.2,USA,Rnd,147
36,1.5,213,49334,0.5,49547,0.5,0.2,USA,Rnd,126
37,1.5,217,49349,0.5,49566,0.5,0.2,USA,Rnd,131
38,1.5,223,49326,0.5,49549,0.5,0.2,USA,Rnd,140
39,1.5,228,49341,0.5,49569,0.5,0.2,USA,Rnd,128
40,1.5,220,49366,0.5,49586,0.5,0.2,USA,Rnd,143
41,1.5,237,49360,0.5,49597,0.5,0.2,USA,Rnd,130
42,1.5,220,49376,0.5,49596,0.5,0.2,USA,Rnd,126
43,1.5,230,49365,0.5,49595,0.5,0.2,USA,Rnd,131
44,1.5,233,49365,0.5,49598,0.5,0.2,USA,Rnd,122
45,1.5,221,49321,0.5,49542,0.5,0.2,USA,Rnd,122
46,1.5,211,49364,0.5,49575,0.5,0.2,USA,Rnd,135
47,1.5,217,49356,0.5,49573,0.5,0.2,USA,Rnd,122
48,1.5,222,49376,0.5,49598,0.5,0.2,USA,Rnd,136
49,1.5,216,49359,0.5,49575,0.5,0.2,USA,Rnd,129
50,1.5,214,49346,0.5,49560,0.5,0.2,USA,Rnd,139
