,R0,MSM_recov,HET_recov,red_HET,TOT_recov,red,bridge,country,strat,outbreak_time
0,1.5,238,49311,0.5,49549,0.5,0.5,USA,Rnd,119
1,1.5,238,49339,0.5,49577,0.5,0.5,USA,Rnd,122
2,1.5,229,49345,0.5,49574,0.5,0.5,USA,Rnd,121
3,1.5,237,49334,0.5,49571,0.5,0.5,USA,Rnd,130
4,1.5,236,49332,0.5,49568,0.5,0.5,USA,Rnd,128
5,1.5,237,49287,0.5,49524,0.5,0.5,USA,Rnd,115
6,1.5,239,49320,0.5,49559,0.5,0.5,USA,Rnd,129
7,1.5,231,49304,0.5,49535,0.5,0.5,USA,Rnd,125
8,1.5,233,49342,0.5,49575,0.5,0.5,USA,Rnd,121
9,1.5,240,49327,0.5,49567,0.5,0.5,USA,Rnd,123
10,1.5,232,49343,0.5,49575,0.5,0.5,USA,Rnd,133
11,1.5,236,49389,0.5,49625,0.5,0.5,USA,Rnd,149
12,1.5,243,49383,0.5,49626,0.5,0.5,USA,Rnd,121
13,1.5,234,49331,0.5,49565,0.5,0.5,USA,Rnd,120
14,1.5,240,49331,0.5,49571,0.5,0.5,USA,Rnd,132
15,1.5,233,49303,0.5,49536,0.5,0.5,USA,Rnd,126
16,1.5,233,49301,0.5,49534,0.5,0.5,USA,Rnd,135
17,1.5,240,49346,0.5,49586,0.5,0.5,USA,Rnd,126
18,1.5,242,49321,0.5,49563,0.5,0.5,USA,Rnd,128
19,1.5,239,49330,0.5,49569,0.5,0.5,USA,Rnd,129
20,1.5,239,49323,0.5,49562,0.5,0.5,USA,Rnd,117
21,1.5,238,49314,0.5,49552,0.5,0.5,USA,Rnd,125
22,1.5,237,49327,0.5,49564,0.5,0.5,USA,Rnd,128
23,1.5,229,49284,0.5,49513,0.5,0.5,USA,Rnd,125
24,1.5,237,49334,0.5,49571,0.5,0.5,USA,Rnd,123
25,1.5,245,49329,0.5,49574,0.5,0.5,USA,Rnd,124
26,1.5,245,49310,0.5,49555,0.5,0.5,USA,Rnd,145
27,1.5,236,49319,0.5,49555,0.5,0.5,USA,Rnd,122
28,1.5,239,49346,0.5,49585,0.5,0.5,USA,Rnd,120
29,1.5,236,49281,0.5,49517,0.5,0.5,USA,Rnd,132
30,1.5,240,49334,0.5,49574,0.5,0.5,USA,Rnd,148
31,1.5,232,49314,0.5,49546,0.5,0.5,USA,Rnd,120
32,1.5,231,49358,0.5,49589,0.5,0.5,USA,Rnd,130
33,1.5,239,49339,0.5,49578,0.5,0.5,USA,Rnd,118
34,1.5,239,49329,0.5,49568,0.5,0.5,USA,Rnd,124
35,1.5,237,49297,0.5,49534,0.5,0.5,USA,Rnd,125
36,1.5,237,49342,0.5,49579,0.5,0.5,USA,Rnd,138
37,1.5,233,49315,0.5,49548,0.5,0.5,USA,Rnd,123
38,1.5,241,49292,0.5,49533,0.5,0.5,USA,Rnd,126
39,1.5,233,49315,0.5,49548,0.5,0.5,USA,Rnd,117
40,1.5,237,49347,0.5,49584,0.5,0.5,USA,Rnd,136
41,1.5,247,49321,0.5,49568,0.5,0.5,USA,Rnd,126
42,1.5,241,49349,0.5,49590,0.5,0.5,USA,Rnd,124
43,1.5,245,49341,0.5,49586,0.5,0.5,USA,Rnd,123
44,1.5,241,49367,0.5,49608,0.5,0.5,USA,Rnd,117
