,R0,MSM_recov,HET_recov,red_HET,TOT_recov,red,bridge,country,strat,outbreak_time
0,1.5,227,49364,0.2,49591,0.5,0.2,USA,Rnd,131
1,1.5,225,49368,0.2,49593,0.5,0.2,USA,Rnd,149
2,1.5,220,49374,0.2,49594,0.5,0.2,USA,Rnd,124
3,1.5,213,49367,0.2,49580,0.5,0.2,USA,Rnd,134
4,1.5,229,49355,0.2,49584,0.5,0.2,USA,Rnd,137
5,1.5,222,49359,0.2,49581,0.5,0.2,USA,Rnd,126
6,1.5,213,49385,0.2,49598,0.5,0.2,USA,Rnd,132
7,1.5,219,49372,0.2,49591,0.5,0.2,USA,Rnd,129
8,1.5,222,49424,0.2,49646,0.5,0.2,USA,Rnd,122
9,1.5,220,49353,0.2,49573,0.5,0.2,USA,Rnd,129
10,1.5,228,49361,0.2,49589,0.5,0.2,USA,Rnd,134
11,1.5,219,49364,0.2,49583,0.5,0.2,USA,Rnd,145
12,1.5,220,49351,0.2,49571,0.5,0.2,USA,Rnd,128
13,1.5,230,49335,0.2,49565,0.5,0.2,USA,Rnd,127
14,1.5,228,49333,0.2,49561,0.5,0.2,USA,Rnd,132
15,1.5,209,49375,0.2,49584,0.5,0.2,USA,Rnd,116
16,1.5,223,49340,0.2,49563,0.5,0.2,USA,Rnd,135
17,1.5,230,49328,0.2,49558,0.5,0.2,USA,Rnd,165
18,1.5,222,49357,0.2,49579,0.5,0.2,USA,Rnd,123
19,1.5,216,49378,0.2,49594,0.5,0.2,USA,Rnd,142
20,1.5,219,49396,0.2,49615,0.5,0.2,USA,Rnd,134
21,1.5,217,49358,0.2,49575,0.5,0.2,USA,Rnd,119
22,1.5,228,49372,0.2,49600,0.5,0.2,USA,Rnd,128
23,1.5,219,49345,0.2,49564,0.5,0.2,USA,Rnd,145
24,1.5,234,49348,0.2,49582,0.5,0.2,USA,Rnd,133
25,1.5,229,49363,0.2,49592,0.5,0.2,USA,Rnd,123
26,1.5,221,49348,0.2,49569,0.5,0.2,USA,Rnd,128
27,1.5,213,49306,0.2,49519,0.5,0.2,USA,Rnd,151
28,1.5,228,49361,0.2,49589,0.5,0.2,USA,Rnd,126
29,1.5,219,49368,0.2,49587,0.5,0.2,USA,Rnd,126
30,1.5,236,49415,0.2,49651,0.5,0.2,USA,Rnd,127
31,1.5,225,49357,0.2,49582,0.5,0.2,USA,Rnd,126
32,1.5,226,49372,0.2,49598,0.5,0.2,USA,Rnd,138
33,1.5,222,49369,0.2,49591,0.5,0.2,USA,Rnd,133
34,1.5,223,49336,0.2,49559,0.5,0.2,USA,Rnd,124
35,1.5,222,49375,0.2,49597,0.5,0.2,USA,Rnd,123
36,1.5,223,49388,0.2,49611,0.5,0.2,USA,Rnd,130
37,1.5,232,49358,0.2,49590,0.5,0.2,USA,Rnd,123
38,1.5,211,49351,0.2,49562,0.5,0.2,USA,Rnd,126
39,1.5,218,49352,0.2,49570,0.5,0.2,USA,Rnd,122
40,1.5,226,49346,0.2,49572,0.5,0.2,USA,Rnd,142
41,1.5,215,49348,0.2,49563,0.5,0.2,USA,Rnd,116
42,1.5,224,49347,0.2,49571,0.5,0.2,USA,Rnd,124
43,1.5,213,49368,0.2,49581,0.5,0.2,USA,Rnd,130
44,1.5,231,49399,0.2,49630,0.5,0.2,USA,Rnd,127
45,1.5,231,49385,0.2,49616,0.5,0.2,USA,Rnd,127
46,1.5,224,49318,0.2,49542,0.5,0.2,USA,Rnd,146
47,1.5,218,49354,0.2,49572,0.5,0.2,USA,Rnd,131
48,1.5,221,49405,0.2,49626,0.5,0.2,USA,Rnd,140
49,1.5,224,49349,0.2,49573,0.5,0.2,USA,Rnd,120
50,1.5,213,49363,0.2,49576,0.5,0.2,USA,Rnd,131
51,1.5,227,49361,0.2,49588,0.5,0.2,USA,Rnd,137
52,1.5,217,49347,0.2,49564,0.5,0.2,USA,Rnd,123
53,1.5,224,49344,0.2,49568,0.5,0.2,USA,Rnd,132
54,1.5,224,49345,0.2,49569,0.5,0.2,USA,Rnd,127
55,1.5,227,49329,0.2,49556,0.5,0.2,USA,Rnd,131
56,1.5,217,49333,0.2,49550,0.5,0.2,USA,Rnd,142
57,1.5,224,49356,0.2,49580,0.5,0.2,USA,Rnd,150
58,1.5,224,49394,0.2,49618,0.5,0.2,USA,Rnd,130
59,1.5,221,49362,0.2,49583,0.5,0.2,USA,Rnd,143
60,1.5,213,49368,0.2,49581,0.5,0.2,USA,Rnd,175
61,1.5,230,49336,0.2,49566,0.5,0.2,USA,Rnd,133
62,1.5,215,49322,0.2,49537,0.5,0.2,USA,Rnd,128
63,1.5,208,49340,0.2,49548,0.5,0.2,USA,Rnd,138
64,1.5,223,49336,0.2,49559,0.5,0.2,USA,Rnd,125
65,1.5,219,49351,0.2,49570,0.5,0.2,USA,Rnd,145
66,1.5,227,49361,0.2,49588,0.5,0.2,USA,Rnd,135
67,1.5,212,49331,0.2,49543,0.5,0.2,USA,Rnd,126
68,1.5,222,49369,0.2,49591,0.5,0.2,USA,Rnd,161
69,1.5,230,49350,0.2,49580,0.5,0.2,USA,Rnd,142
70,1.5,218,49381,0.2,49599,0.5,0.2,USA,Rnd,131
71,1.5,232,49367,0.2,49599,0.5,0.2,USA,Rnd,132
72,1.5,227,49346,0.2,49573,0.5,0.2,USA,Rnd,138
73,1.5,231,49310,0.2,49541,0.5,0.2,USA,Rnd,121
74,1.5,213,49325,0.2,49538,0.5,0.2,USA,Rnd,136
75,1.5,224,49374,0.2,49598,0.5,0.2,USA,Rnd,132
76,1.5,215,49314,0.2,49529,0.5,0.2,USA,Rnd,137
77,1.5,216,49371,0.2,49587,0.5,0.2,USA,Rnd,123
78,1.5,227,49373,0.2,49600,0.5,0.2,USA,Rnd,131
79,1.5,230,49348,0.2,49578,0.5,0.2,USA,Rnd,121
80,1.5,225,49374,0.2,49599,0.5,0.2,USA,Rnd,123
81,1.5,223,49350,0.2,49573,0.5,0.2,USA,Rnd,139
82,1.5,222,49314,0.2,49536,0.5,0.2,USA,Rnd,120
83,1.5,226,49342,0.2,49568,0.5,0.2,USA,Rnd,151
84,1.5,229,49335,0.2,49564,0.5,0.2,USA,Rnd,134
85,1.5,238,49394,0.2,49632,0.5,0.2,USA,Rnd,139
86,1.5,215,49384,0.2,49599,0.5,0.2,USA,Rnd,130
87,1.5,234,49348,0.2,49582,0.5,0.2,USA,Rnd,120
88,1.5,225,49359,0.2,49584,0.5,0.2,USA,Rnd,125
89,1.5,225,49337,0.2,49562,0.5,0.2,USA,Rnd,126
90,1.5,219,49339,0.2,49558,0.5,0.2,USA,Rnd,126
91,1.5,229,49366,0.2,49595,0.5,0.2,USA,Rnd,127
92,1.5,228,49327,0.2,49555,0.5,0.2,USA,Rnd,128
93,1.5,220,49359,0.2,49579,0.5,0.2,USA,Rnd,147
94,1.5,224,49333,0.2,49557,0.5,0.2,USA,Rnd,138
95,1.5,229,49352,0.2,49581,0.5,0.2,USA,Rnd,122
96,1.5,223,49358,0.2,49581,0.5,0.2,USA,Rnd,139
97,1.5,213,49365,0.2,49578,0.5,0.2,USA,Rnd,126
98,1.5,229,49362,0.2,49591,0.5,0.2,USA,Rnd,131
99,1.5,215,49382,0.2,49597,0.5,0.2,USA,Rnd,139
