,R0,MSM_recov,HET_recov,red_HET,TOT_recov,red,bridge,country,strat,outbreak_time
0,1.5,206,49358,0.5,49564,0.5,0.1,USA,Rnd,134
1,1.5,205,49341,0.5,49546,0.5,0.1,USA,Rnd,159
2,1.5,202,49344,0.5,49546,0.5,0.1,USA,Rnd,136
3,1.5,209,49358,0.5,49567,0.5,0.1,USA,Rnd,124
4,1.5,194,49310,0.5,49504,0.5,0.1,USA,Rnd,146
5,1.5,194,49356,0.5,49550,0.5,0.1,USA,Rnd,148
6,1.5,210,49364,0.5,49574,0.5,0.1,USA,Rnd,129
7,1.5,209,49377,0.5,49586,0.5,0.1,USA,Rnd,140
8,1.5,216,49331,0.5,49547,0.5,0.1,USA,Rnd,130
9,1.5,205,49368,0.5,49573,0.5,0.1,USA,Rnd,142
10,1.5,218,49339,0.5,49557,0.5,0.1,USA,Rnd,137
11,1.5,218,49342,0.5,49560,0.5,0.1,USA,Rnd,134
12,1.5,211,49346,0.5,49557,0.5,0.1,USA,Rnd,143
13,1.5,223,49349,0.5,49572,0.5,0.1,USA,Rnd,138
14,1.5,206,49368,0.5,49574,0.5,0.1,USA,Rnd,126
15,1.5,211,49413,0.5,49624,0.5,0.1,USA,Rnd,161
16,1.5,205,49296,0.5,49501,0.5,0.1,USA,Rnd,137
17,1.5,197,49373,0.5,49570,0.5,0.1,USA,Rnd,136
18,1.5,206,49360,0.5,49566,0.5,0.1,USA,Rnd,131
19,1.5,204,49347,0.5,49551,0.5,0.1,USA,Rnd,143
20,1.5,201,49347,0.5,49548,0.5,0.1,USA,Rnd,146
21,1.5,209,49379,0.5,49588,0.5,0.1,USA,Rnd,146
22,1.5,223,49344,0.5,49567,0.5,0.1,USA,Rnd,151
23,1.5,215,49356,0.5,49571,0.5,0.1,USA,Rnd,141
24,1.5,218,49363,0.5,49581,0.5,0.1,USA,Rnd,129
25,1.5,212,49358,0.5,49570,0.5,0.1,USA,Rnd,138
26,1.5,194,49369,0.5,49563,0.5,0.1,USA,Rnd,141
27,1.5,211,49336,0.5,49547,0.5,0.1,USA,Rnd,133
28,1.5,208,49376,0.5,49584,0.5,0.1,USA,Rnd,139
29,1.5,216,49352,0.5,49568,0.5,0.1,USA,Rnd,138
30,1.5,195,49377,0.5,49572,0.5,0.1,USA,Rnd,139
31,1.5,193,49359,0.5,49552,0.5,0.1,USA,Rnd,134
32,1.5,200,49329,0.5,49529,0.5,0.1,USA,Rnd,144
33,1.5,206,49370,0.5,49576,0.5,0.1,USA,Rnd,136
34,1.5,202,49353,0.5,49555,0.5,0.1,USA,Rnd,146
35,1.5,204,49379,0.5,49583,0.5,0.1,USA,Rnd,142
36,1.5,215,49344,0.5,49559,0.5,0.1,USA,Rnd,151
37,1.5,217,49353,0.5,49570,0.5,0.1,USA,Rnd,140
38,1.5,213,49358,0.5,49571,0.5,0.1,USA,Rnd,139
39,1.5,218,49342,0.5,49560,0.5,0.1,USA,Rnd,134
40,1.5,205,49340,0.5,49545,0.5,0.1,USA,Rnd,148
41,1.5,199,49361,0.5,49560,0.5,0.1,USA,Rnd,131
42,1.5,204,49332,0.5,49536,0.5,0.1,USA,Rnd,141
43,1.5,205,49313,0.5,49518,0.5,0.1,USA,Rnd,142
44,1.5,202,49363,0.5,49565,0.5,0.1,USA,Rnd,133
45,1.5,223,49362,0.5,49585,0.5,0.1,USA,Rnd,140
46,1.5,227,49360,0.5,49587,0.5,0.1,USA,Rnd,137
47,1.5,222,49385,0.5,49607,0.5,0.1,USA,Rnd,129
48,1.5,201,49351,0.5,49552,0.5,0.1,USA,Rnd,134
49,1.5,201,49329,0.5,49530,0.5,0.1,USA,Rnd,143
50,1.5,216,49326,0.5,49542,0.5,0.1,USA,Rnd,180
51,1.5,215,49382,0.5,49597,0.5,0.1,USA,Rnd,125
52,1.5,217,49403,0.5,49620,0.5,0.1,USA,Rnd,155
53,1.5,211,49356,0.5,49567,0.5,0.1,USA,Rnd,132
54,1.5,196,49396,0.5,49592,0.5,0.1,USA,Rnd,130
55,1.5,207,49374,0.5,49581,0.5,0.1,USA,Rnd,134
56,1.5,214,49362,0.5,49576,0.5,0.1,USA,Rnd,146
57,1.5,214,49358,0.5,49572,0.5,0.1,USA,Rnd,134
58,1.5,211,49347,0.5,49558,0.5,0.1,USA,Rnd,134
59,1.5,202,49365,0.5,49567,0.5,0.1,USA,Rnd,145
60,1.5,212,49377,0.5,49589,0.5,0.1,USA,Rnd,127
61,1.5,193,49379,0.5,49572,0.5,0.1,USA,Rnd,129
62,1.5,208,49345,0.5,49553,0.5,0.1,USA,Rnd,157
63,1.5,213,49388,0.5,49601,0.5,0.1,USA,Rnd,143
64,1.5,204,49361,0.5,49565,0.5,0.1,USA,Rnd,141
65,1.5,213,49382,0.5,49595,0.5,0.1,USA,Rnd,171
66,1.5,214,49327,0.5,49541,0.5,0.1,USA,Rnd,139
67,1.5,202,49370,0.5,49572,0.5,0.1,USA,Rnd,149
68,1.5,196,49339,0.5,49535,0.5,0.1,USA,Rnd,122
69,1.5,200,49341,0.5,49541,0.5,0.1,USA,Rnd,125
