,R0,MSM_recov,HET_recov,red_HET,TOT_recov,red,bridge,country,strat,outbreak_time
0,1.5,199,49355,0.4,49554,0.5,0.05,USA,Rnd,136
1,1.5,182,49368,0.4,49550,0.5,0.05,USA,Rnd,139
2,1.5,188,49305,0.4,49493,0.5,0.05,USA,Rnd,147
3,1.5,200,49375,0.4,49575,0.5,0.05,USA,Rnd,150
4,1.5,187,49351,0.4,49538,0.5,0.05,USA,Rnd,135
5,1.5,176,49374,0.4,49550,0.5,0.05,USA,Rnd,148
6,1.5,199,49339,0.4,49538,0.5,0.05,USA,Rnd,156
7,1.5,202,49352,0.4,49554,0.5,0.05,USA,Rnd,156
8,1.5,185,49357,0.4,49542,0.5,0.05,USA,Rnd,140
9,1.5,208,49340,0.4,49548,0.5,0.05,USA,Rnd,155
10,1.5,206,49345,0.4,49551,0.5,0.05,USA,Rnd,145
11,1.5,205,49384,0.4,49589,0.5,0.05,USA,Rnd,139
12,1.5,205,49348,0.4,49553,0.5,0.05,USA,Rnd,139
13,1.5,203,49328,0.4,49531,0.5,0.05,USA,Rnd,132
14,1.5,209,49329,0.4,49538,0.5,0.05,USA,Rnd,132
15,1.5,199,49344,0.4,49543,0.5,0.05,USA,Rnd,148
16,1.5,202,49368,0.4,49570,0.5,0.05,USA,Rnd,151
17,1.5,191,49373,0.4,49564,0.5,0.05,USA,Rnd,139
18,1.5,201,49357,0.4,49558,0.5,0.05,USA,Rnd,173
19,1.5,189,49351,0.4,49540,0.5,0.05,USA,Rnd,138
20,1.5,208,49344,0.4,49552,0.5,0.05,USA,Rnd,152
21,1.5,202,49349,0.4,49551,0.5,0.05,USA,Rnd,165
22,1.5,195,49356,0.4,49551,0.5,0.05,USA,Rnd,127
23,1.5,198,49288,0.4,49486,0.5,0.05,USA,Rnd,125
24,1.5,182,49362,0.4,49544,0.5,0.05,USA,Rnd,140
25,1.5,204,49352,0.4,49556,0.5,0.05,USA,Rnd,162
26,1.5,197,49347,0.4,49544,0.5,0.05,USA,Rnd,136
27,1.5,196,49400,0.4,49596,0.5,0.05,USA,Rnd,144
28,1.5,190,49346,0.4,49536,0.5,0.05,USA,Rnd,149
29,1.5,200,49362,0.4,49562,0.5,0.05,USA,Rnd,129
30,1.5,200,49374,0.4,49574,0.5,0.05,USA,Rnd,137
31,1.5,186,49378,0.4,49564,0.5,0.05,USA,Rnd,145
32,1.5,197,49348,0.4,49545,0.5,0.05,USA,Rnd,149
33,1.5,188,49374,0.4,49562,0.5,0.05,USA,Rnd,154
34,1.5,213,49327,0.4,49540,0.5,0.05,USA,Rnd,145
35,1.5,203,49379,0.4,49582,0.5,0.05,USA,Rnd,146
36,1.5,194,49331,0.4,49525,0.5,0.05,USA,Rnd,141
37,1.5,200,49337,0.4,49537,0.5,0.05,USA,Rnd,140
38,1.5,199,49384,0.4,49583,0.5,0.05,USA,Rnd,136
39,1.5,206,49375,0.4,49581,0.5,0.05,USA,Rnd,134
40,1.5,201,49395,0.4,49596,0.5,0.05,USA,Rnd,151
41,1.5,216,49380,0.4,49596,0.5,0.05,USA,Rnd,140
42,1.5,213,49340,0.4,49553,0.5,0.05,USA,Rnd,157
43,1.5,195,49358,0.4,49553,0.5,0.05,USA,Rnd,141
44,1.5,196,49360,0.4,49556,0.5,0.05,USA,Rnd,159
45,1.5,202,49375,0.4,49577,0.5,0.05,USA,Rnd,153
46,1.5,202,49319,0.4,49521,0.5,0.05,USA,Rnd,134
47,1.5,214,49388,0.4,49602,0.5,0.05,USA,Rnd,139
48,1.5,206,49370,0.4,49576,0.5,0.05,USA,Rnd,138
49,1.5,210,49357,0.4,49567,0.5,0.05,USA,Rnd,138
50,1.5,215,49358,0.4,49573,0.5,0.05,USA,Rnd,144
51,1.5,200,49401,0.4,49601,0.5,0.05,USA,Rnd,148
52,1.5,200,49371,0.4,49571,0.5,0.05,USA,Rnd,141
53,1.5,181,49360,0.4,49541,0.5,0.05,USA,Rnd,140
54,1.5,198,49344,0.4,49542,0.5,0.05,USA,Rnd,193
55,1.5,205,49396,0.4,49601,0.5,0.05,USA,Rnd,130
56,1.5,199,49368,0.4,49567,0.5,0.05,USA,Rnd,152
57,1.5,215,49364,0.4,49579,0.5,0.05,USA,Rnd,137
58,1.5,205,49327,0.4,49532,0.5,0.05,USA,Rnd,135
59,1.5,200,49368,0.4,49568,0.5,0.05,USA,Rnd,147
60,1.5,194,49348,0.4,49542,0.5,0.05,USA,Rnd,154
61,1.5,203,49353,0.4,49556,0.5,0.05,USA,Rnd,153
62,1.5,191,49367,0.4,49558,0.5,0.05,USA,Rnd,141
63,1.5,195,49347,0.4,49542,0.5,0.05,USA,Rnd,149
64,1.5,204,49352,0.4,49556,0.5,0.05,USA,Rnd,133
65,1.5,193,49343,0.4,49536,0.5,0.05,USA,Rnd,165
66,1.5,200,49364,0.4,49564,0.5,0.05,USA,Rnd,144
67,1.5,198,49368,0.4,49566,0.5,0.05,USA,Rnd,158
68,1.5,202,49324,0.4,49526,0.5,0.05,USA,Rnd,150
69,1.5,203,49345,0.4,49548,0.5,0.05,USA,Rnd,145
70,1.5,185,49341,0.4,49526,0.5,0.05,USA,Rnd,166
71,1.5,181,49330,0.4,49511,0.5,0.05,USA,Rnd,149
72,1.5,197,49354,0.4,49551,0.5,0.05,USA,Rnd,132
73,1.5,208,49377,0.4,49585,0.5,0.05,USA,Rnd,132
74,1.5,202,49336,0.4,49538,0.5,0.05,USA,Rnd,142
75,1.5,196,49349,0.4,49545,0.5,0.05,USA,Rnd,166
76,1.5,202,49325,0.4,49527,0.5,0.05,USA,Rnd,233
77,1.5,193,49339,0.4,49532,0.5,0.05,USA,Rnd,147
78,1.5,202,49355,0.4,49557,0.5,0.05,USA,Rnd,170
79,1.5,196,49330,0.4,49526,0.5,0.05,USA,Rnd,133
80,1.5,205,49360,0.4,49565,0.5,0.05,USA,Rnd,139
81,1.5,200,49373,0.4,49573,0.5,0.05,USA,Rnd,141
82,1.5,196,49358,0.4,49554,0.5,0.05,USA,Rnd,152
83,1.5,193,49379,0.4,49572,0.5,0.05,USA,Rnd,164
84,1.5,197,49333,0.4,49530,0.5,0.05,USA,Rnd,151
85,1.5,199,49342,0.4,49541,0.5,0.05,USA,Rnd,155
86,1.5,195,49360,0.4,49555,0.5,0.05,USA,Rnd,141
87,1.5,198,49337,0.4,49535,0.5,0.05,USA,Rnd,161
88,1.5,200,49345,0.4,49545,0.5,0.05,USA,Rnd,139
89,1.5,201,49355,0.4,49556,0.5,0.05,USA,Rnd,160
90,1.5,197,49356,0.4,49553,0.5,0.05,USA,Rnd,142
91,1.5,203,49354,0.4,49557,0.5,0.05,USA,Rnd,137
92,1.5,204,49364,0.4,49568,0.5,0.05,USA,Rnd,146
93,1.5,215,49341,0.4,49556,0.5,0.05,USA,Rnd,134
94,1.5,204,49355,0.4,49559,0.5,0.05,USA,Rnd,141
95,1.5,210,49331,0.4,49541,0.5,0.05,USA,Rnd,148
96,1.5,202,49391,0.4,49593,0.5,0.05,USA,Rnd,138
97,1.5,208,49373,0.4,49581,0.5,0.05,USA,Rnd,147
98,1.5,192,49375,0.4,49567,0.5,0.05,USA,Rnd,143
99,1.5,203,49341,0.4,49544,0.5,0.05,USA,Rnd,167
